postal_code,latitude,longitude
6211CL,50.8508753844982,5.6914782623303
6211CM,50.8503742030632,5.6908968426838
6211CN,50.8503261337405,5.6905020041396
6211CP,50.8505789351462,5.6899041830559
6211CR,50.8504201594749,5.6914339421831
6211CS,50.8503859858529,5.6912580395943
6211CT,50.8497742565455,5.69102532123
6211CV,50.8497052649467,5.6898280679688
6211CW,50.8499395038602,5.6916320563157
6211CX,50.8498464406663,5.6899077839158
6211CX,50.853169786607,5.6869003091708
6211CZ,50.8500201001548,5.6895611698525
6211DA,50.8484876831241,5.6946579149992
6211DE,50.848346457307,5.6939121982842
6211DS,50.8515747946191,5.6928734964105
6211DT,50.8519397981917,5.6929331995082
6211DV,50.8519603617126,5.6928419279254
6211DW,50.8513777155425,5.6936323571345
6211DZ,50.850132519383,5.6893967077242
6211EA,50.8491828579661,5.6897497369679
6211EB,50.8492911786917,5.6903572142171
6211EC,50.8495338456273,5.6914174955661
6211ED,50.8496305407431,5.6926947007967
6211EE,50.849590237607,5.6924951619273
6211EG,50.8507332854803,5.692311205362
6211EH,50.8501627046383,5.692425884363
6211EJ,50.8505958757278,5.6921372720223
6211EK,50.8501964299436,5.6922534372803
6211EL,50.8510952228366,5.692917715579
6211EM,50.8512747584738,5.6931252567893
6211EN,50.8501663697064,5.6937403490461
6211EP,50.8505150569275,5.6931171827895
6211ER,50.8498416182656,5.6932826219158
6211ES,50.8492271518939,5.6935591607493
6211ET,50.849399898968,5.6935701088834
6211EV,50.8491737044735,5.6943970551229
6211EW,50.8490563932825,5.6939541092195
6211EX,50.8483030393699,5.694737846298
6211EZ,50.8473653843507,5.6947036707425
6211GA,50.8479561192393,5.6936738380628
6211GB,50.8484539660942,5.6941803235028
6211GC,50.8477095019135,5.694324777878
6211GD,50.8483969858972,5.6940221989859
6211GE,50.8485973621,5.6934859154582
6211GG,50.847998602346,5.6945704210368
6211GH,50.8487315371265,5.6942942535971
6211GJ,50.8483942193052,5.6932970414838
6211GK,50.8489031405654,5.6933334456514
6211GL,50.84900205543,5.6932260347467
6211GM,50.8484566432066,5.6926691692031
6211GN,50.848552455652,5.6925160607072
6211GP,50.8490460967815,5.6927170977808
6211GR,50.8490281970753,5.691708843763
6211GS,50.8491580385343,5.6912114072067
6211GT,50.8488889393269,5.6905677835563
6211GV,50.8487851271948,5.6899236717577
6211GW,50.8486030648195,5.6906994604256
6211GX,50.8484814957952,5.691518754946
6211GZ,50.8481670069514,5.6918846067981
6211HA,50.8478510027706,5.6910128195725
6211HB,50.8481823397517,5.6897894143034
6211HC,50.8482101481464,5.6901662711634
6211HD,50.8477356407611,5.6931333678291
6211HE,50.8473883621464,5.6928520141766
6211HG,50.8470995354563,5.6943396273271
6211HH,50.8462720690237,5.6945950861557
6211HJ,50.8453629653095,5.6944650513329
6211HK,50.8461996864481,5.6943437373694
6211HL,50.8466739603121,5.694081255099
6211HM,50.8461656012589,5.6936241492054
6211HN,50.8463731586545,5.6931957135632
6211HP,50.8463716204728,5.6924568608285
6211HR,50.8467467430133,5.6927675906217
6211HS,50.850263643999,5.6944086031683
6211HT,50.8468921960298,5.6922572580536
6211HV,50.8464857813555,5.691937410936
6211HW,50.8474476343447,5.6915588906048
6211HX,50.8474071131133,5.6913467934976
6211HZ,50.8462152739974,5.6927681782303
6211JA,50.8465512835356,5.6907932854824
6211JB,50.8467392147733,5.6907767986018
6211JC,50.8462252570895,5.6899803900211
6211JD,50.8459248432243,5.6911565979373
6211JE,50.845745776302,5.69147734438
6211JG,50.8456933955398,5.6914714443086
6211JH,50.8450276139134,5.6896678050755
6211JJ,50.8454245906782,5.689757893073
6211JK,50.8454971023192,5.6881801650884
6211JL,50.8452617876316,5.6911037221643
6211JM,50.8449699471135,5.6920836674216
6211JN,50.8457163702213,5.6922612151173
6211JP,50.8447571164369,5.6915254110209
6211JR,50.8449717983709,5.6931723043583
6211JS,50.8453094966002,5.6946765424374
6211JT,50.845458715916,5.6931928709655
6211JV,50.8433757488909,5.6951831761863
6211JW,50.8551874438143,5.6911235784146
6211JX,50.8428520988449,5.6938940987914
6211JZ,50.843227748229,5.6936955067919
6211KA,50.8435781631572,5.6937498346467
6211KB,50.8428332003998,5.6917719307375
6211KC,50.8424519970277,5.6899570113555
6211KD,50.842610051608,5.6892528489396
6211KE,50.8429681402673,5.6909917780513
6211KG,50.8442609789754,5.6899402349476
6211KH,50.8444251064082,5.6890351805102
6211KJ,50.844909228903,5.6881742968045
6211KK,50.8446395415813,5.6874285071912
6211KL,50.8454920328541,5.6873594265749
6211KM,50.845607913337,5.6867260438954
6211KN,50.8460195504486,5.6867287703013
6211KP,50.8467073251591,5.6891679411571
6211KR,50.846814981252,5.6891163223546
6211KS,50.8463009778328,5.6890900013413
6211KT,50.84603264795,5.6893454897641
6211KV,50.8661434091919,5.7008059682172
6211KV,50.8470457794659,5.6900589505152
6211KW,50.8470731248732,5.6897907483442
6211KW,50.8477853549584,5.6876215871288
6211KX,50.847772324695,5.6899680724106
6211KZ,50.8462141368718,5.6850295643148
6211LA,50.8479175090788,5.6894174524447
6211LB,50.8478834101394,5.6891881364668
6211LC,50.8493263474421,5.6893295826292
6211LD,50.8484894831396,5.6887380937436
6211LE,50.8494652781162,5.6876834832207
6211LG,50.8478460923378,5.6883248841806
6211LH,50.8468318813608,5.687541912263
6211LJ,50.8461742609415,5.6875970540525
6211LK,50.8470141373831,5.6865928269367
6211LL,50.8459186939033,5.68593947387
6211LM,50.8456986544773,5.6858190914453
6211LN,50.8462140869511,5.6862475646174
6211LN,50.846273001152,5.6861201378974
6211LP,50.8456384753426,5.6850798980695
6211LR,50.8453486754355,5.6840435672995
6211LS,50.8466181621287,5.6844581230314
6211LT,50.8448124814409,5.6825419905481
6211LV,50.8442510658405,5.6829266850387
6211LW,50.844584211621,5.681987556587
6211LX,50.8454866420071,5.6823703969798
6211LZ,50.8465122926328,5.6851425195641
6211MA,50.8468725752736,5.6935367530343
6211MB,50.8465304027051,5.6933415253833
6211NA,50.8470067956005,5.6813406766982
6211NB,50.8464066562287,5.6809876877853
6211NC,50.8485823045564,5.6785715295737
6211ND,50.8478156541563,5.6791823801308
6211NE,50.8463040033432,5.6804285412952
6211NG,50.8493258063469,5.6782949914504
6211NH,50.8475046395937,5.6814896659791
6211NJ,50.8479790471212,5.6828774367354
6211NK,50.8474860048112,5.6801578538106
6211NL,50.8487218201743,5.6797611098909
6211NM,50.8479401580215,5.6802044454086
6211NN,50.8489621796093,5.6793731918729
6211NP,50.8481205853592,5.6798113056384
6211NR,50.8489399218131,5.6804512454657
6211NS,50.8480720163206,5.6812271189823
6211NT,50.8490181065432,5.6800042172731
6211NV,50.8481254156687,5.68064725728
6211NW,50.8488109436607,5.6834971334581
6211NX,50.8492296609541,5.6848469864782
6211NZ,50.8490368707927,5.6842893580184
6211PA,50.8495502359267,5.6852328781805
6211PB,50.8495405378326,5.6841980428247
6211PC,50.8495353269129,5.6824144841538
6211PD,50.8494357175203,5.6796774176892
6211PE,50.8497271996735,5.6848335416087
6211PG,50.8496954459704,5.6827192135998
6211PH,50.849718339453,5.6810429167237
6211PJ,50.849635686056,5.67912976738
6211PK,50.850121247163,5.6823973754423
6211PL,50.8541091320622,5.6841914049155
6211PM,50.8528596848433,5.6824070861867
6211PN,50.8519900282246,5.6811582003533
6211PP,50.8510591239779,5.6798001854634
6211PR,50.8500655131817,5.6783807283782
6211PS,50.8502303560778,5.6796520802229
6211PT,50.85142554894,5.6807435651129
6211PV,50.8519951178745,5.6815771573849
6211PW,50.849212987574,5.6821094960201
6211PX,50.8485234297609,5.6821057169156
6211PZ,50.8488329339692,5.6815745033431
6211RA,50.852896606091,5.6837840768498
6211RB,50.8515056376971,5.6817187966086
6211RC,50.8503650598534,5.6800298635858
6211RD,50.8530562231843,5.6836287167506
6211RE,50.8523103456331,5.6825137739182
6211RG,50.8515730426071,5.6813981324623
6211RH,50.8508445759643,5.680316697836
6211RJ,50.8500624429233,5.6792712517514
6211RK,50.8520615634825,5.684631009531
6211RL,50.8522038378057,5.6845515179869
6211RM,50.8518618961096,5.6831900321551
6211RN,50.8535186618433,5.6846879530575
6211RP,50.8518412532544,5.6861451125345
6211RR,50.8533085529654,5.6845629289005
6211RS,50.8525058029516,5.6852951708624
6211RT,50.8516516682294,5.6860721872783
6211RV,50.8513073745592,5.6873832785957
6211RW,50.8542042203956,5.6852883098175
6211RZ,50.8540442030532,5.6890373721524
6211SB,50.8536005900549,5.6885860436416
6211SC,50.8537207498629,5.6890571532816
6211SC,50.858152429712,5.6894265565628
6211SE,50.8533563416825,5.6890238752576
6211SG,50.8517847605315,5.6893032209884
6211SH,50.8531924958544,5.6888007479892
6211SJ,50.8518275646475,5.689068644975
6211SK,50.852536929645,5.6897014594797
6211SL,50.8523999008798,5.6878940314696
6211SM,50.8530124633218,5.6881107761654
6211SN,50.8516776775309,5.6882396156928
6211SP,50.8526245494241,5.6878790925871
6211SR,50.8509779294075,5.6895281686819
6211ST,50.850712257658,5.6879235328656
6211SV,50.8502298952585,5.686546599521
6211SW,50.8510725884738,5.6891675405249
6211SX,50.850874804132,5.6876975956974
6211SZ,50.8502575454804,5.6862525647803
6211TA,50.8505044438732,5.688968239549
6211TB,50.850219874188,5.6872285464194
6211TC,50.8496055124449,5.6866324058872
6211TD,50.8496160176883,5.6858183708203
6211TE,50.8478019193884,5.6868229682153
6211TG,50.8480071361638,5.6873572689823
6211XA,50.8545806371215,5.6918659255923
6211XB,50.8544263089482,5.6921529935168
6211XH,50.852795125863,5.6867458300662
6211XH,50.853169781264,5.6868989033135
6211XJ,50.8531698401091,5.6869000552038
6211XK,50.8522516268211,5.6872002629984
6211XN,50.8525613181258,5.6839405120461
6211XP,50.8524110529968,5.6840857782143
6211XR,50.8525299654258,5.6838983792581
6211XS,50.8524227203374,5.6841405617396
6212AA,50.84207932501,5.6929141754784
6212AB,50.8415885912635,5.689488250395
6212AC,50.8415639680095,5.6957488596927
6212AD,50.8409676507339,5.6956214562846
6212AE,50.8384666301688,5.6948821658407
6212AG,50.8365826775665,5.6943215711424
6212AH,50.8346009505131,5.6938897299982
6212AJ,50.8309424616662,5.6949515211595
6212AK,50.8291734252927,5.6956211760963
6212AL,50.827090144758,5.6958736745535
6212AM,50.8417146737672,5.6945676708596
6212AN,50.8408555454983,5.6948048817213
6212AP,50.8412069420465,5.6942045915489
6212AR,50.8410956526719,5.6932479861565
6212AS,50.8402027347948,5.6955253815486
6212AT,50.8405117318104,5.6931264373492
6212AV,50.8397955596676,5.6957961452993
6212AW,50.8402791194886,5.6897295106411
6212BA,50.8406688946956,5.6904023306872
6212BB,50.8404350225282,5.6882712817071
6212BC,50.8410779059615,5.6905748376799
6212BD,50.8409329892146,5.6895922861645
6212BE,50.8408124928675,5.6888051010926
6212BG,50.8402998775275,5.6912864603578
6212BH,50.8411787467857,5.6884501150916
6212BJ,50.8400655829439,5.6889035422813
6212BK,50.8400933929276,5.6885417865895
6212BL,50.8396717536802,5.6928015022764
6212BM,50.8397055340067,5.6904644461566
6212BN,50.839354898333,5.688116144589
6212BP,50.839958768249,5.6909580002208
6212BR,50.8395528971233,5.6881399090459
6212BS,50.8390432120007,5.6896635770354
6212BT,50.8390156071163,5.6893346457306
6212BV,50.8395081374979,5.6917587666564
6212BW,50.8383555562961,5.6904362208872
6212BX,50.8386382819333,5.6903579671834
6212CA,50.8386178163429,5.6925586198696
6212CB,50.838897092274,5.6930619139177
6212CC,50.8394259454037,5.6940108473994
6212CD,50.8382571109016,5.694223378474
6212CE,50.8362923709812,5.6938504040602
6212CG,50.839408541507,5.6936921927571
6212CH,50.8368721367091,5.6937771568549
6212CJ,50.8351616781149,5.6935115672089
6212CK,50.8387432282718,5.6945658119308
6212CL,50.8378820083432,5.692903333154
6212CM,50.8380851976016,5.6929299346986
6212CN,50.8392659969574,5.6910540060527
6212CP,50.8382798990815,5.6916287478908
6212CR,50.8366210509711,5.6925667970154
6212CS,50.8390904229803,5.6908849705066
6212CT,50.8368266638948,5.6920975361873
6212CV,50.8356020777402,5.692999633328
6212CW,50.8372253788466,5.6927974122893
6212CX,50.837423545511,5.692907940114
6212CZ,50.8351579419,5.6912833742022
6212EA,50.8356041348371,5.6894319714995
6212EB,50.8358386239178,5.6890681330782
6212EC,50.8368299804447,5.687728051502
6212EG,50.836329003292,5.6885590791128
6212EH,50.8369357184657,5.688347007825
6212EJ,50.8376289519737,5.6882674629513
6212EK,50.836519637102,5.6896390112201
6212EL,50.8373416508289,5.6881327948364
6212EM,50.8363046887415,5.689405172987
6212EN,50.8386241504659,5.6879679281119
6212EP,50.8389128573983,5.6883518382197
6212EP,50.8369918950219,5.6906271970685
6212ER,50.8384531608678,5.6878304726078
6212ES,50.8369491425553,5.690017795727
6212ET,50.8397940452235,5.6875767586025
6212EV,50.8398038036974,5.6872892657952
6212EW,50.8392400700858,5.6870441310907
6212EX,50.8398805683028,5.6868922457586
6212EZ,50.8399745855107,5.6863453180381
6212GA,50.8404018034209,5.6854607823066
6212GB,50.8395212151441,5.6863577541301
6212GC,50.8408595825733,5.6841762699445
6212GD,50.8401748828045,5.6853446597566
6212GE,50.8391882347314,5.686348579869
6212GG,50.8390332688136,5.6848161905455
6212GH,50.8381839708094,5.6830248777108
6212GJ,50.8392947570772,5.6847349099313
6212GK,50.8385805834191,5.6824063229534
6212GL,50.8401352386585,5.6840617147748
6212GM,50.8396460270385,5.6840980617509
6212GN,50.8394721966297,5.6837993174992
6212GP,50.8398801073325,5.6834153527138
6212GR,50.8403155248427,5.6829722885725
6212GS,50.8408328829316,5.6829650748393
6212GT,50.8398429461695,5.6826056621969
6212GV,50.8388566421592,5.6839596168647
6212GW,50.8397215560875,5.6822492100931
6212GX,50.8388145893296,5.6835825093977
6212HA,50.839254744552,5.6817977482808
6212HB,50.8392040191598,5.6813274430091
6212HC,50.8395394598388,5.6807632973279
6212HD,50.8375080481094,5.6814173411148
6212HH,50.838450470463,5.679152584494
6212NA,50.8186931012188,5.6944598335494
6212NB,50.8251738127753,5.6952580802078
6212NC,50.8299798182526,5.6938741216513
6212ND,50.83149291746,5.6902873848011
6212NH,50.8373245746875,5.6862400418558
6212NJ,50.826243469015,5.6753437595338
6212NK,50.828363237155,5.672274925775
6212NL,50.8346557573836,5.6748010874402
6212XA,50.8384310369713,5.6857801092733
6212XB,50.8369331212281,5.6830517596975
6212XC,50.8348488142211,5.6810537322084
6212XD,50.8339610154668,5.6803124982452
6212XE,50.8329599419031,5.6795617535382
6212XG,50.8318944892484,5.6786911007428
6212XH,50.8386411946175,5.6857773023011
6212XJ,50.8379594446489,5.6836356555623
6212XK,50.8355380967884,5.6810050908527
6212XL,50.834051366941,5.6775973172738
6212XN,50.841373046107,5.6974912388541
6212XP,50.8313850791023,5.6960049526166
6212XR,50.8391063918863,5.6960713281031
6212XS,50.835316762712,5.6961824002184
6212XS,50.8366543073016,5.6953861408796
6212XT,50.836016784975,5.6956713225399
6212XV,50.8360792849115,5.6954454265216
6212XW,50.8406755048071,5.697762931975
6212XX,50.840298443952,5.6974060819787
6212XZ,50.839995011886,5.6971936626577
6213AA,50.8418829068053,5.6813137584913
6213AB,50.8419500710019,5.6801415909789
6213AC,50.8422271284038,5.6804164125188
6213AD,50.8416573442971,5.6802031566289
6213AE,50.8407770853992,5.6784827405596
6213AG,50.842898948042,5.6809884817459
6213AJ,50.8411861666959,5.6787633101061
6213AK,50.8403522757801,5.6776123511761
6213AL,50.8402465844005,5.6768289439406
6213AM,50.8383205976963,5.6742088355831
6213AN,50.8419578572907,5.6788879142324
6213AP,50.840068253981,5.6760313139525
6213AR,50.8399618213822,5.6757696820093
6213BA,50.8413462167318,5.6775572574372
6213BB,50.840364135663,5.6762363270571
6213BD,50.8393794403088,5.6744243318997
6213BE,50.8376019791317,5.6726186397088
6213BG,50.8431184116617,5.6789256956046
6213BH,50.8417054465284,5.6776606768078
6213BJ,50.8407439850053,5.6761877000911
6213BK,50.8396555132038,5.6743988485594
6213BL,50.8374805238,5.6724932203907
6213BP,50.838068583384,5.6721904090195
6213BR,50.8380276790015,5.6710912299146
6213BS,50.8385313281777,5.6714972872513
6213BT,50.8389004701043,5.6694243538403
6213BV,50.8389124657874,5.671141911208
6213CA,50.8421663537624,5.6777418720834
6213CB,50.8416906322346,5.6764075358834
6213CC,50.8405454923807,5.6744603821276
6213CD,50.8414563961911,5.6755981377985
6213CE,50.8404109629578,5.6748722880768
6213CG,50.8427952833332,5.6763825855588
6213CH,50.8407933910603,5.6731901330257
6213CJ,50.8393414877073,5.6696094189711
6213CK,50.8419498369557,5.6738635460696
6213CL,50.8418290795585,5.6774031075739
6213CN,50.8399808387215,5.6712094102328
6213CP,50.8397956467394,5.6688889719365
6213CR,50.8405571123293,5.6720110252122
6213CS,50.8402627384887,5.6700479007069
6213CT,50.8402969972261,5.6698404356804
6213CV,50.8402451606439,5.6689775555008
6213CW,50.840705552634,5.668453109727
6213EA,50.8393935123284,5.6663269352355
6213EB,50.8386435614469,5.6655013783457
6213EC,50.838573829567,5.6654660095885
6213ED,50.838573829567,5.6654660095885
6213EE,50.8383822397311,5.6648863699708
6213EG,50.8365695709226,5.661606177278
6213EJ,50.8356401586405,5.6604400205768
6213EM,50.840151845025,5.6667574075656
6213EN,50.840151845025,5.6667574075656
6213EP,50.8399082641631,5.6662938826108
6213ER,50.8398698040271,5.66622069446
6213ES,50.8394825581858,5.6651874829541
6213ET,50.8394653082436,5.6649188057264
6213EV,50.8372955336583,5.6654419057696
6213EW,50.8374446829874,5.6652522260855
6213EX,50.8385045060148,5.6639751816958
6213EZ,50.8391126635271,5.6642504135477
6213GA,50.8432525363834,5.6763839675942
6213GB,50.8407142269817,5.6680323190122
6213GC,50.8375243825108,5.659425354412
6213GD,50.8346817610229,5.6524663938656
6213GE,50.8379110236394,5.6616821605813
6213GG,50.8378159442918,5.662834806201
6213GH,50.8381530522618,5.6629996210144
6213GJ,50.8363366652887,5.6606368113921
6213GK,50.8353571677491,5.6620112665445
6213GL,50.8372759155997,5.6611016077986
6213GM,50.8368192390875,5.6591411178378
6213GN,50.83577881996,5.6576222393748
6213GP,50.8364300489037,5.6577781173573
6213GR,50.8350746980359,5.660095511383
6213GS,50.8346696166997,5.6603260739474
6213GT,50.8350720878755,5.6624321593605
6213GV,50.8356860371955,5.6637444606446
6213GW,50.8345954955371,5.6613462433548
6213GX,50.8360287558937,5.659712835012
6213GZ,50.835959156262,5.6592866058904
6213HD,50.8338897890539,5.6626546210639
6213HE,50.8342988544639,5.6564145756233
6213HG,50.8327665557278,5.6588746809827
6213HH,50.8338883270732,5.6565234620506
6213HK,50.834701932904,5.6536997113898
6213HL,50.8344700784371,5.6541501151089
6213HM,50.834241468849,5.6533033382488
6213HN,50.8342727805688,5.6530142927196
6213HP,50.8341968987869,5.6520395776401
6213HR,50.8339334405765,5.6527028053275
6213HS,50.8336381686069,5.6519043180084
6213HT,50.833722414871,5.65143832257
6213HV,50.8337879709489,5.653835009535
6213HW,50.8336533553243,5.6530845395265
6213HX,50.8332552341467,5.652017264941
6213HZ,50.8333267606291,5.6507459235022
6213JA,50.8327733988138,5.6557960194656
6213JB,50.831800619717,5.6581989928411
6213JC,50.8332376042816,5.6556592712879
6213JD,50.8321263710672,5.6584930356958
6213JG,50.8331185088746,5.6538415545013
6213JH,50.8328126345482,5.6540516240185
6213JK,50.8323359265365,5.6539694359673
6213JL,50.8325721919151,5.6538658669118
6213JN,50.8322036628851,5.6546224350013
6213JP,50.8318873236174,5.6546496913204
6213JR,50.8315382713796,5.6559187168667
6213JS,50.8315163926963,5.6577415950903
6213JT,50.8312900460318,5.6556686255476
6213JV,50.8311226274473,5.6576045075453
6213JW,50.831971153119,5.6551442552451
6213JX,50.8321390524665,5.6562161150683
6213JZ,50.8320013119666,5.6565011605327
6213KA,50.8315806231769,5.6570983824463
6213KB,50.8318457698796,5.6571084450212
6213KD,50.8319514840824,5.6531884000198
6213KE,50.8313309383142,5.6539226638484
6213KG,50.8324754174748,5.6532444318505
6213NA,50.8347656263097,5.6740196059372
6213NB,50.8233133061632,5.6683013876561
6213NC,50.8345904027127,5.6713094370451
6213ND,50.8209962679113,5.667052024877
6213NE,50.8345645155697,5.6688475138331
6214AA,50.849035262337,5.6755435124214
6214AB,50.8490027923058,5.6775317782269
6214AC,50.8490569124388,5.6774150622456
6214AD,50.8483144627686,5.678130188429
6214AE,50.8470056481794,5.6791480463404
6214AG,50.8454613991598,5.6803415475853
6214AH,50.8468615398375,5.6787824056388
6214AJ,50.847736570921,5.678013342919
6214AK,50.8474635915496,5.6779518057007
6214AL,50.8477260220599,5.6768309510185
6214AM,50.848240372353,5.6771029310582
6214AN,50.8487808914249,5.6758470266462
6214AP,50.8471073734942,5.6775219077021
6214AR,50.847071684806,5.6771021148669
6214AS,50.8463040596588,5.6774787503071
6214AT,50.8467666867724,5.678137390108
6214AV,50.8463306981809,5.6767791275737
6214AW,50.845915706184,5.6793194088909
6214AX,50.8449185993758,5.6791551203089
6214AZ,50.845856505215,5.6788712317851
6214BA,50.8443523258395,5.6790752902554
6214BB,50.8443247270728,5.6794708483058
6214BC,50.8437254427477,5.6768904209207
6214BD,50.8430303975917,5.6740590891244
6214BE,50.8416099174587,5.6687818343488
6214BG,50.8435746180169,5.6749135149322
6214BH,50.844801080883,5.6806915617851
6214DA,50.8488330988308,5.6735180859308
6214PA,50.8481164466969,5.6729908581584
6214PB,50.848504201823,5.6727738653449
6214PC,50.8482462161515,5.6759465774306
6214PD,50.8483910566768,5.6745284171944
6214PE,50.8483616382704,5.6753424087129
6214PG,50.847878994087,5.6739310742885
6214PH,50.8468331728178,5.6719461099818
6214PJ,50.8458683919982,5.6707982514135
6214PK,50.8477912547633,5.6758793047834
6214PL,50.8472106337907,5.6742168016276
6214PM,50.8478887087137,5.6756520552155
6214PN,50.8474062499874,5.6740952160533
6214PP,50.8471328563824,5.6759313339411
6214PR,50.8467088290833,5.6746566625504
6214PS,50.8473584836027,5.676017906687
6214PT,50.8468844733502,5.674467200496
6214PV,50.8466667563713,5.6764634503072
6214PW,50.8462021494079,5.6751618542269
6214PX,50.8468450976732,5.6764170806776
6214PZ,50.8463619589001,5.6749465686244
6214RA,50.8452568804349,5.6752077878439
6214RB,50.8459141525893,5.6753734830142
6214RC,50.8451428160366,5.6759694045809
6214RD,50.8457921650432,5.6752034460578
6214RE,50.8449691743105,5.6758357941097
6214RG,50.8440768582112,5.6766083120181
6214RH,50.8442078709349,5.6765070684234
6214RJ,50.8478516851033,5.6752171329925
6214RK,50.8458391971405,5.6764897324375
6214RL,50.8444118692143,5.677424471893
6214RM,50.8476393285019,5.6750221917927
6214RN,50.8462146799585,5.6760483047983
6214RP,50.8452477173316,5.676551211642
6214RR,50.8443198954642,5.6772118625639
6214RS,50.8454100693317,5.6775838734918
6214RT,50.8455845261693,5.6775751325414
6214RV,50.8457968566626,5.6770325376939
6214RW,50.8459771653262,5.6776096684483
6214RX,50.8461044697434,5.6783697588613
6214RZ,50.8453827464913,5.6785439330876
6214SC,50.8446616074892,5.6780958874699
6214SE,50.8442753790607,5.678132699761
6214SG,50.8449038999245,5.6777987624401
6214SH,50.844482735461,5.676272315726
6214SJ,50.8450645060508,5.6776861880725
6214SK,50.8446069065025,5.6760694199386
6214SL,50.8468434791925,5.6736330813336
6214SM,50.845234235526,5.6748832056873
6214SN,50.8440455210841,5.6758083587977
6214SP,50.8472807652172,5.6729003443309
6214SR,50.8464148562463,5.6735479759932
6214ST,50.845290902044,5.6744494570128
6214SV,50.8442548063605,5.6752576633628
6214SW,50.8443478610816,5.6740997477515
6214SX,50.8449788615395,5.6741922067701
6214SZ,50.8448613846993,5.6739255668413
6214TB,50.8453895925009,5.6738310802887
6214TC,50.8462531579951,5.6730946009647
6214TD,50.8461422368213,5.6729054360207
6214TE,50.84569655707,5.6735406507733
6214TG,50.8459824924811,5.6725755306049
6214TH,50.8449751442073,5.6733557750053
6214TJ,50.845571195844,5.6723410926083
6214TK,50.8460987312819,5.6721787375132
6214TL,50.8468432677892,5.6725475179119
6214TM,50.8461284610551,5.6717342774431
6214TN,50.8454225942697,5.6716849078477
6214TP,50.8453206334802,5.6712567216757
6214TR,50.8451597243212,5.6709886495217
6214TS,50.8443787993465,5.6705245220981
6214TT,50.8445760110007,5.6717427915785
6214TV,50.8437222010056,5.672419741449
6214TW,50.8435281055215,5.6717522834582
6214TX,50.8433770507208,5.6710302756538
6214TZ,50.8449457305297,5.6703161338266
6214VE,50.8438812783644,5.6739139690399
6214VG,50.8435335591516,5.6742705092994
6214VH,50.8439805060364,5.6746461725326
6214VJ,50.8443155264778,5.6725999694742
6214VK,50.8433834682036,5.6722544665527
6214VL,50.8431011328278,5.6715872897185
6214VM,50.8430012011978,5.6720734028711
6214VN,50.8441736667945,5.6702846411097
6214VS,50.844554576141,5.6670379136909
6214VT,50.8446955099175,5.6663243429377
6214VV,50.8438143599515,5.6642350622235
6214VW,50.84369420315,5.6653229068259
6214VX,50.8438391901678,5.6656594300123
6214VZ,50.8438622826989,5.6653359826723
6214XA,50.841816652771,5.667403922372
6214XB,50.843985973154,5.6660437377025
6214XC,50.8438508176882,5.666629317008
6214XD,50.8440363407219,5.6680779711561
6214XE,50.8436653641998,5.668513317567
6214XG,50.8438460596668,5.6680527552989
6214XH,50.8436768975115,5.6687664799014
6214XJ,50.8432096140724,5.6670008041773
6214XK,50.8426414813066,5.6661145505938
6214XL,50.8424568100602,5.6675511918375
6214XM,50.8421879022562,5.6696853028737
6214XN,50.8425009033496,5.6693585531995
6214XP,50.842346250885,5.6682239302751
6214XS,50.842207775568,5.6673723771043
6214XV,50.841743963253,5.6666751626301
